 --- results/merged_results_corpus_lzbench_1753711437.csv_results_corpus_entropy_1757091573.csv.csv --- 
memcpy                |     Compression speed  |  Decompression speed   | +0.95530	<===
lzo1y 2.10 -1         |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.26521
lzsse4fast 2019-04-18  |     Compression speed  |  Decompression speed   | +0.86374	<===
lzsse4fast 2019-04-18  |     Compression speed  |  Original size         | +0.36777
lzsse4fast 2019-04-18  |     Compression speed  |  Compressed size       | -0.05529
lzsse4fast 2019-04-18  |     Compression speed  |  Ratio                 | -0.80025	<===
lzsse4fast 2019-04-18  |     Compression speed  |  File-bits             | +0.36777
lzsse4fast 2019-04-18  |     Compression speed  |  Entropy               | -0.29541
lzsse4fast 2019-04-18  |     Compression speed  |  Chi-square            | +0.68958	<---
lzsse4fast 2019-04-18  |     Compression speed  |  Mean                  | -0.33493
lzsse4fast 2019-04-18  |     Compression speed  |  Monte-Carlo-Pi        | +0.40683
lzsse4fast 2019-04-18  |     Compression speed  |  Serial-Correlation    | -0.02036
lzsse4fast 2019-04-18  |   Decompression speed  |  Original size         | +0.17109
lzsse4fast 2019-04-18  |   Decompression speed  |  Compressed size       | -0.30105
lzsse4fast 2019-04-18  |   Decompression speed  |  Ratio                 | -0.84083	<===
lzsse4fast 2019-04-18  |   Decompression speed  |  File-bits             | +0.17109
lzsse4fast 2019-04-18  |   Decompression speed  |  Entropy               | -0.03746
lzsse4fast 2019-04-18  |   Decompression speed  |  Chi-square            | +0.36554
lzsse4fast 2019-04-18  |   Decompression speed  |  Mean                  | -0.03884
lzsse4fast 2019-04-18  |   Decompression speed  |  Monte-Carlo-Pi        | +0.49725
lzsse4fast 2019-04-18  |   Decompression speed  |  Serial-Correlation    | -0.37326
lzsse4fast 2019-04-18  |         Original size  |  Compressed size       | +0.86790	<===
lzsse4fast 2019-04-18  |         Original size  |  Ratio                 | -0.34723
lzsse4fast 2019-04-18  |         Original size  |  File-bits             | +1.00000	<===
lzsse4fast 2019-04-18  |         Original size  |  Entropy               | -0.07526
lzsse4fast 2019-04-18  |         Original size  |  Chi-square            | +0.48960
lzsse4fast 2019-04-18  |         Original size  |  Mean                  | -0.15085
lzsse4fast 2019-04-18  |         Original size  |  Monte-Carlo-Pi        | +0.02257
lzsse4fast 2019-04-18  |         Original size  |  Serial-Correlation    | +0.36833
lzsse4fast 2019-04-18  |       Compressed size  |  Ratio                 | +0.06763
lzsse4fast 2019-04-18  |       Compressed size  |  File-bits             | +0.86790	<===
lzsse4fast 2019-04-18  |       Compressed size  |  Entropy               | -0.00041
lzsse4fast 2019-04-18  |       Compressed size  |  Chi-square            | +0.23425
lzsse4fast 2019-04-18  |       Compressed size  |  Mean                  | -0.06547
lzsse4fast 2019-04-18  |       Compressed size  |  Monte-Carlo-Pi        | -0.19360
lzsse4fast 2019-04-18  |       Compressed size  |  Serial-Correlation    | +0.51992	<---
lzsse4fast 2019-04-18  |                 Ratio  |  File-bits             | -0.34723
lzsse4fast 2019-04-18  |                 Ratio  |  Entropy               | -0.04407
lzsse4fast 2019-04-18  |                 Ratio  |  Chi-square            | -0.30445
lzsse4fast 2019-04-18  |                 Ratio  |  Mean                  | -0.01374
lzsse4fast 2019-04-18  |                 Ratio  |  Monte-Carlo-Pi        | -0.50738	<---
lzsse4fast 2019-04-18  |                 Ratio  |  Serial-Correlation    | +0.37071
lzsse4fast 2019-04-18  |             File-bits  |  Entropy               | -0.07526
lzsse4fast 2019-04-18  |             File-bits  |  Chi-square            | +0.48960
lzsse4fast 2019-04-18  |             File-bits  |  Mean                  | -0.15085
lzsse4fast 2019-04-18  |             File-bits  |  Monte-Carlo-Pi        | +0.02257
lzsse4fast 2019-04-18  |             File-bits  |  Serial-Correlation    | +0.36833
lzsse4fast 2019-04-18  |               Entropy  |  Chi-square            | -0.74410	<---
lzsse4fast 2019-04-18  |               Entropy  |  Mean                  | +0.95544	<===
lzsse4fast 2019-04-18  |               Entropy  |  Monte-Carlo-Pi        | -0.22702
lzsse4fast 2019-04-18  |               Entropy  |  Serial-Correlation    | -0.66597	<---
lzsse4fast 2019-04-18  |            Chi-square  |  Mean                  | -0.81185	<===
lzsse4fast 2019-04-18  |            Chi-square  |  Monte-Carlo-Pi        | +0.13881
lzsse4fast 2019-04-18  |            Chi-square  |  Serial-Correlation    | +0.55181	<---
lzsse4fast 2019-04-18  |                  Mean  |  Monte-Carlo-Pi        | -0.22930
lzsse4fast 2019-04-18  |                  Mean  |  Serial-Correlation    | -0.68270	<---
lzsse4fast 2019-04-18  |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.26521
lzsse8 2019-04-18 -1  |     Compression speed  |  Decompression speed   | -0.37016
lzsse8 2019-04-18 -1  |     Compression speed  |  Original size         | -0.30241
lzsse8 2019-04-18 -1  |     Compression speed  |  Compressed size       | -0.03726
lzsse8 2019-04-18 -1  |     Compression speed  |  Ratio                 | +0.67907	<---
lzsse8 2019-04-18 -1  |     Compression speed  |  File-bits             | -0.30241
lzsse8 2019-04-18 -1  |     Compression speed  |  Entropy               | -0.47152
lzsse8 2019-04-18 -1  |     Compression speed  |  Chi-square            | +0.12565
lzsse8 2019-04-18 -1  |     Compression speed  |  Mean                  | -0.45091
lzsse8 2019-04-18 -1  |     Compression speed  |  Monte-Carlo-Pi        | -0.24241
lzsse8 2019-04-18 -1  |     Compression speed  |  Serial-Correlation    | +0.61891	<---
lzsse8 2019-04-18 -1  |   Decompression speed  |  Original size         | +0.05414
lzsse8 2019-04-18 -1  |   Decompression speed  |  Compressed size       | -0.37153
lzsse8 2019-04-18 -1  |   Decompression speed  |  Ratio                 | -0.75817	<---
lzsse8 2019-04-18 -1  |   Decompression speed  |  File-bits             | +0.05414
lzsse8 2019-04-18 -1  |   Decompression speed  |  Entropy               | -0.03316
lzsse8 2019-04-18 -1  |   Decompression speed  |  Chi-square            | +0.31989
lzsse8 2019-04-18 -1  |   Decompression speed  |  Mean                  | -0.00132
lzsse8 2019-04-18 -1  |   Decompression speed  |  Monte-Carlo-Pi        | +0.39266
lzsse8 2019-04-18 -1  |   Decompression speed  |  Serial-Correlation    | -0.33774
lzsse8 2019-04-18 -1  |         Original size  |  Compressed size       | +0.85576	<===
lzsse8 2019-04-18 -1  |         Original size  |  Ratio                 | -0.31916
lzsse8 2019-04-18 -1  |         Original size  |  File-bits             | +1.00000	<===
lzsse8 2019-04-18 -1  |         Original size  |  Entropy               | -0.07526
lzsse8 2019-04-18 -1  |         Original size  |  Chi-square            | +0.48960
lzsse8 2019-04-18 -1  |         Original size  |  Mean                  | -0.15085
lzsse8 2019-04-18 -1  |         Original size  |  Monte-Carlo-Pi        | +0.02257
lzsse8 2019-04-18 -1  |         Original size  |  Serial-Correlation    | +0.36833
lzsse8 2019-04-18 -1  |       Compressed size  |  Ratio                 | +0.10983
lzsse8 2019-04-18 -1  |       Compressed size  |  File-bits             | +0.85576	<===
lzsse8 2019-04-18 -1  |       Compressed size  |  Entropy               | +0.06477
lzsse8 2019-04-18 -1  |       Compressed size  |  Chi-square            | +0.19159
lzsse8 2019-04-18 -1  |       Compressed size  |  Mean                  | -0.01018
lzsse8 2019-04-18 -1  |       Compressed size  |  Monte-Carlo-Pi        | -0.22170
lzsse8 2019-04-18 -1  |       Compressed size  |  Serial-Correlation    | +0.48742
lzsse8 2019-04-18 -1  |                 Ratio  |  File-bits             | -0.31916
lzsse8 2019-04-18 -1  |                 Ratio  |  Entropy               | +0.13457
lzsse8 2019-04-18 -1  |                 Ratio  |  Chi-square            | -0.36392
lzsse8 2019-04-18 -1  |                 Ratio  |  Mean                  | +0.12679
lzsse8 2019-04-18 -1  |                 Ratio  |  Monte-Carlo-Pi        | -0.55151	<---
lzsse8 2019-04-18 -1  |                 Ratio  |  Serial-Correlation    | +0.25857
lzsse8 2019-04-18 -1  |             File-bits  |  Entropy               | -0.07526
lzsse8 2019-04-18 -1  |             File-bits  |  Chi-square            | +0.48960
lzsse8 2019-04-18 -1  |             File-bits  |  Mean                  | -0.15085
lzsse8 2019-04-18 -1  |             File-bits  |  Monte-Carlo-Pi        | +0.02257
lzsse8 2019-04-18 -1  |             File-bits  |  Serial-Correlation    | +0.36833
lzsse8 2019-04-18 -1  |               Entropy  |  Chi-square            | -0.74410	<---
lzsse8 2019-04-18 -1  |               Entropy  |  Mean                  | +0.95544	<===
lzsse8 2019-04-18 -1  |               Entropy  |  Monte-Carlo-Pi        | -0.22702
lzsse8 2019-04-18 -1  |               Entropy  |  Serial-Correlation    | -0.66597	<---
lzsse8 2019-04-18 -1  |            Chi-square  |  Mean                  | -0.81185	<===
lzsse8 2019-04-18 -1  |            Chi-square  |  Monte-Carlo-Pi        | +0.13881
lzsse8 2019-04-18 -1  |            Chi-square  |  Serial-Correlation    | +0.55181	<---
lzsse8 2019-04-18 -1  |                  Mean  |  Monte-Carlo-Pi        | -0.22930
lzsse8 2019-04-18 -1  |                  Mean  |  Serial-Correlation    | -0.68270	<---
lzsse8 2019-04-18 -1  |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.26521
lzvn 2017-03-08       |     Compression speed  |  Decompression speed   | +0.96120	<===
lzvn 2017-03-08       |     Compression speed  |  Original size         | +0.21152
lzvn 2017-03-08       |     Compression speed  |  Compressed size       | -0.21544
lzvn 2017-03-08       |     Compression speed  |  Ratio                 | -0.74040	<---
lzvn 2017-03-08       |     Compression speed  |  File-bits             | +0.21152
lzvn 2017-03-08       |     Compression speed  |  Entropy               | -0.33308
lzvn 2017-03-08       |     Compression speed  |  Chi-square            | +0.63258	<---
lzvn 2017-03-08       |     Compression speed  |  Mean                  | -0.35134
lzvn 2017-03-08       |     Compression speed  |  Monte-Carlo-Pi        | +0.32290
lzvn 2017-03-08       |     Compression speed  |  Serial-Correlation    | +0.02574
lzvn 2017-03-08       |   Decompression speed  |  Original size         | +0.24382
lzvn 2017-03-08       |   Decompression speed  |  Compressed size       | -0.20046
lzvn 2017-03-08       |   Decompression speed  |  Ratio                 | -0.73784	<---
lzvn 2017-03-08       |   Decompression speed  |  File-bits             | +0.24382
lzvn 2017-03-08       |   Decompression speed  |  Entropy               | -0.19974
lzvn 2017-03-08       |   Decompression speed  |  Chi-square            | +0.59149	<---
lzvn 2017-03-08       |   Decompression speed  |  Mean                  | -0.22681
lzvn 2017-03-08       |   Decompression speed  |  Monte-Carlo-Pi        | +0.25903
lzvn 2017-03-08       |   Decompression speed  |  Serial-Correlation    | -0.11123
lzvn 2017-03-08       |         Original size  |  Compressed size       | +0.86836	<===
lzvn 2017-03-08       |         Original size  |  Ratio                 | -0.35519
lzvn 2017-03-08       |         Original size  |  File-bits             | +1.00000	<===
lzvn 2017-03-08       |         Original size  |  Entropy               | -0.07526
lzvn 2017-03-08       |         Original size  |  Chi-square            | +0.48960
lzvn 2017-03-08       |         Original size  |  Mean                  | -0.15085
lzvn 2017-03-08       |         Original size  |  Monte-Carlo-Pi        | +0.02257
lzvn 2017-03-08       |         Original size  |  Serial-Correlation    | +0.36833
lzvn 2017-03-08       |       Compressed size  |  Ratio                 | +0.06347
lzvn 2017-03-08       |       Compressed size  |  File-bits             | +0.86836	<===
lzvn 2017-03-08       |       Compressed size  |  Entropy               | +0.09318
lzvn 2017-03-08       |       Compressed size  |  Chi-square            | +0.15584
lzvn 2017-03-08       |       Compressed size  |  Mean                  | +0.03664
lzvn 2017-03-08       |       Compressed size  |  Monte-Carlo-Pi        | -0.18474
lzvn 2017-03-08       |       Compressed size  |  Serial-Correlation    | +0.44186
lzvn 2017-03-08       |                 Ratio  |  File-bits             | -0.35519
lzvn 2017-03-08       |                 Ratio  |  Entropy               | +0.18421
lzvn 2017-03-08       |                 Ratio  |  Chi-square            | -0.41407
lzvn 2017-03-08       |                 Ratio  |  Mean                  | +0.19740
lzvn 2017-03-08       |                 Ratio  |  Monte-Carlo-Pi        | -0.51746	<---
lzvn 2017-03-08       |                 Ratio  |  Serial-Correlation    | +0.17050
lzvn 2017-03-08       |             File-bits  |  Entropy               | -0.07526
lzvn 2017-03-08       |             File-bits  |  Chi-square            | +0.48960
lzvn 2017-03-08       |             File-bits  |  Mean                  | -0.15085
lzvn 2017-03-08       |             File-bits  |  Monte-Carlo-Pi        | +0.02257
lzvn 2017-03-08       |             File-bits  |  Serial-Correlation    | +0.36833
lzvn 2017-03-08       |               Entropy  |  Chi-square            | -0.74410	<---
lzvn 2017-03-08       |               Entropy  |  Mean                  | +0.95544	<===
lzvn 2017-03-08       |               Entropy  |  Monte-Carlo-Pi        | -0.22702
lzvn 2017-03-08       |               Entropy  |  Serial-Correlation    | -0.66597	<---
